-0.1303916,-0.49821365,-0.33142084,-0.38499907,0.2925947,0.553195,-0.086763605,-0.24938633,-0.31774318,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.5839322,-0.30962616,1.0
-0.13039172,-0.50482917,-0.33967078,-0.38499907,0.07429621,-0.10922871,-0.049075924,0.19069396,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,-0.58900553,-0.28460965,0.0
-0.13039194,-0.5056564,-0.34001783,-0.38499907,-0.50103253,-0.57054913,-0.14720729,-0.24938633,-0.31774318,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.59097344,3.4490554,0.0
-0.13039182,-0.50575095,-0.34011096,-0.1908819,-0.51408964,-0.5786628,-0.1482048,-0.31225494,-0.31774318,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.5910498,3.6187267,0.0
-0.13038653,-0.50574946,-0.34010655,-0.38499907,-0.5038888,-0.5361626,-0.14761253,-0.31225494,3.1467464,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.59104866,3.1098506,0.0
-0.012818629,0.5735676,0.69136775,-0.38499907,-0.51653785,-0.5960493,-0.14857888,-0.1550834,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,1.1009078,-0.30962616,1.0
-0.13038607,0.20255178,0.69136775,-0.38499907,-0.51164144,-0.5786628,-0.1482048,-0.28082064,3.1467464,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.027899012,-0.30962616,1.0
-0.13039172,-0.50575095,-0.34011087,-0.38499907,0.2925947,3.2347648,-0.086763605,-0.31225494,3.1467464,1.3213347,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.5910498,-0.30962616,1.0
-0.13039182,1.4673784,0.103659585,-0.38499907,0.07429621,0.021376636,0.03739688,0.4736027,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,2.558931,-0.28460965,0.0
-0.13039182,-0.168464,-0.13731802,-0.38499907,0.6749231,0.6184264,0.3217534,0.72507715,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,1.2913343,-0.30962616,0.0
-0.13039172,-0.5028611,-0.33730525,1.2326441,-0.47655046,-0.39552557,-0.13935179,-0.24938633,-0.31774318,-0.7567024,-0.78877056,-0.16244751,-0.016904293,-0.016904293,-0.58875173,-0.3114869,0.0
-0.013138297,0.5769405,0.69136775,-0.38499907,-0.51653785,-0.5960493,-0.14857888,-0.1550834,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,1.1012559,-0.30962616,1.0
-0.01317358,0.5769405,0.69136775,-0.38499907,-0.51653785,-0.5960493,-0.14857888,-0.1550834,-0.31774318,-0.7567024,1.2676147,-0.16244751,-0.016904293,-0.016904293,1.1025335,-0.30962616,1.0
